Siruta,Localitate,Judet,Categorie
116288,Craciunesti,ms,Barbati_45-64
116340,Craiesti,ms,Barbati_45-64
116395,Cucerdea,ms,Barbati_45-64
116439,Cuci,ms,Barbati_45-64
116493,Danes,ms,Barbati_45-64
116545,Deda,ms,Barbati_45-64
116590,Eremitu,ms,Femei_45-64
116652,Ernei,ms,Barbati_45-64
116723,Faragau,ms,Barbati_45-64
116796,Fantanele,ms,Barbati_45-64
116867,Galesti,ms,Barbati_45-64
116938,Ganesti,ms,Femei_45-64
116983,Gheorghe Doja,ms,Barbati_45-64
117042,Ghindari,ms,Barbati_45-64
117113,Glodeni,ms,Barbati_45-64
117177,Gornesti,ms,Barbati_45-64
117275,Grebenisu De Campie,ms,Barbati_45-64
117319,Gurghiu,ms,Barbati_45-64
117426,Hodac,ms,Barbati_45-64
117505,Hodosa,ms,Barbati_45-64
117550,Ibanesti,ms,Barbati_45-64
117667,Iclanzel,ms,Barbati_45-64
117783,Ideciu De Jos,ms,Barbati_45-64
117827,Oras Iernut,ms,Barbati_45-64
117925,Livezeni,ms,Barbati_45-64
117998,Lunca,ms,Barbati_45-64
118058,Lunca Bradului,ms,Barbati_45-64
118094,Magherani,ms,Femei_65_
118209,Mica,ms,Barbati_45-64
118281,Oras Miercurea Nirajului,ms,Femei_45-64
118370,Mihesu De Campie,ms,Barbati_45-64
118469,Nades,ms,Barbati_45-64
118511,Neaua,ms,Femei_45-64
118575,Ogra,ms,Barbati_45-64
118637,Papiu Ilarian,ms,Barbati_45-64
118691,Panet,ms,Barbati_45-64
118753,Pasareni,ms,Barbati_45-64
118799,Petelea,ms,Barbati_45-64
118824,Pogaceaua,ms,Barbati_45-64
118931,Rastolita,ms,Barbati_45-64
118995,Raciu,ms,Barbati_45-64
119153,Rusii-Munti,ms,Barbati_45-64
119206,Saschiz,ms,Barbati_45-64
119242,Oras Sarmasu,ms,Barbati_45-64
119331,Oras Sangeorgiu De Padure,ms,Barbati_45-64
119386,Sanger,ms,Barbati_45-64
119466,Sanpaul,ms,Barbati_45-64
119527,Sanpetru De Campie,ms,Barbati_45-64
119590,Solovastru,ms,Barbati_45-64
119625,Stanceni,ms,Barbati_45-64
119661,Suplac,ms,Barbati_45-64
119723,Suseni,ms,Femei_45-64
119750,Saulia,ms,Barbati_45-64
119803,Sincai,ms,Barbati_45-64
119858,Taureni,ms,Barbati_45-64
119894,Oras Ungheni,ms,Barbati_45-64
119974,Valea Larga,ms,Barbati_45-64
120076,Vargata,ms,Barbati_45-64
120138,Vatava,ms,Barbati_45-64
120174,Vetca,ms,Femei_65_
120218,Viisoara,ms,Barbati_45-64
120254,Vanatori,ms,Femei_45-64
120316,Voivodeni,ms,Barbati_45-64
120343,Zagar,ms,Barbati_45-64
120370,Zau De Campie,ms,Barbati_45-64
120478,Chibed,ms,Barbati_45-64
120487,Corunca,ms,Barbati_45-64
120496,Sarateni,ms,Barbati_45-64
120502,Madaras,ms,Barbati_45-64
120511,Bereni,ms,Barbati_45-64
120726,Municipiul Piatra-Neamt,nt,Femei_45-64
120771,Dumbrava Rosie,nt,Barbati_45-64
120824,Savinesti,nt,Femei_45-64
120860,Municipiul Roman,nt,Femei_45-64
120888,Cordun,nt,Femei_45-64
120922,Horia,nt,Barbati_45-64
120968,Oras Bicaz,nt,Barbati_45-64
121055,Oras Targu Neamt,nt,Femei_45-64
121108,Agapia,nt,Femei_45-64
121153,Bahna,nt,Barbati_45-64
121242,Baltatesti,nt,Barbati_45-64
121297,Bicaz-Chei,nt,Barbati_45-64
121340,Bicazu Ardelean,nt,Barbati_45-64
121386,Bira,nt,Barbati_45-64
121466,Bargauani,nt,Barbati_45-64
121607,Bodesti,nt,Barbati_45-64
121652,Borca,nt,Barbati_45-64
121732,Borlesti,nt,Barbati_45-64
121796,Botesti,nt,Barbati_45-64
121876,Bozieni,nt,Barbati_45-64
121938,Brusturi,nt,Barbati_45-64
122025,Ceahlau,nt,Barbati_45-64
122061,Candesti,nt,Barbati_45-64
122132,Costisa,nt,Barbati_45-64
122187,Cracaoani,nt,Barbati_45-64
122249,Damuc,nt,Barbati_45-64
122285,Dobreni,nt,Barbati_45-64
122347,Doljesti,nt,Barbati_45-64
122392,Dragomiresti,nt,Barbati_45-64
122463,Dulcesti,nt,Barbati_45-64
122551,Farcasa,nt,Barbati_45-64
122613,Faurei,nt,Barbati_45-64
122668,Gheraesti,nt,Barbati_45-64
122702,Girov,nt,Barbati_45-64
122828,Garcina,nt,Barbati_45-64
122864,Grinties,nt,Barbati_45-64
122908,Grumazesti,nt,Barbati_45-64
122953,Hangu,nt,Barbati_45-64
123013,Icusesti,nt,Barbati_45-64
123102,Ion Creanga,nt,Barbati_45-64
123175,Margineni,nt,Barbati_45-64
123228,Moldoveni,nt,Barbati_45-64
123255,Oniceni,nt,Barbati_45-64
123371,Pastraveni,nt,Barbati_45-64
123424,Petricani,nt,Barbati_45-64
123479,Piatra Soimului,nt,Barbati_45-64
123521,Pipirig,nt,Barbati_45-64
123601,Pangarati,nt,Barbati_45-64
123674,Podoleni,nt,Barbati_45-64
123709,Poienari,nt,Barbati_45-64
123790,Poiana Teiului,nt,Barbati_45-64
123914,Raucesti,nt,Barbati_45-64
123969,Razboieni,nt,Barbati_45-64
124028,Rediu,nt,Barbati_45-64
124073,Romani,nt,Barbati_45-64
124117,Oras Roznov,nt,Barbati_45-64
124153,Sagna,nt,Barbati_45-64
124206,Sabaoani,nt,Barbati_45-64
124233,Secuieni,nt,Barbati_45-64
124331,Stanita,nt,Barbati_45-64
124411,Stefan Cel Mare,nt,Barbati_45-64
124493,Tarcau,nt,Barbati_45-64
124563,Tasca,nt,Femei_45-64
124616,Tazlau,nt,Barbati_45-64
124634,Tamaseni,nt,Femei_45-64
124661,Timisesti,nt,Barbati_45-64
124723,Trifesti,nt,Barbati_45-64
124750,Tupilati,nt,Barbati_45-64
124803,Tibucani,nt,Barbati_45-64
124849,Urecheni,nt,Barbati_45-64
124885,Valea Ursului,nt,Barbati_45-64
124938,Alexandru Cel Bun,nt,Barbati_45-64
125016,Vanatori-Neamt,nt,Barbati_45-64
125061,Zanesti,nt,Barbati_45-64
125098,Dochia,nt,Barbati_45-64
125105,Ruginoasa,nt,Barbati_45-64
125114,Ghindaoani,nt,Barbati_45-64
125123,Valeni,nt,Barbati_45-64
125132,Draganesti,nt,Barbati_45-64
125141,Pancesti,nt,Barbati_45-64
125150,Gadinti,nt,Barbati_45-64
125169,Negresti,nt,Barbati_45-64
125178,Boghicea,nt,Barbati_45-64
125347,Municipiul Slatina,ot,Femei_45-64
125374,Slatioara,ot,Barbati_45-64
125418,Oras Bals,ot,Femei_45-64
125472,Municipiul Caracal,ot,Barbati_45-64
125490,Draghiceni,ot,Barbati_45-64
125542,Oras Corabia,ot,Barbati_45-64
125588,Garcov,ot,Barbati_45-64
125622,Oras Draganesti-Olt,ot,Barbati_45-64
125659,Babiciu,ot,Barbati_45-64
125677,Baldovinesti,ot,Barbati_45-64
125757,Barasti,ot,Barbati_45-64
125846,Barza,ot,Barbati_45-64
125873,Bobicesti,ot,Barbati_45-64
125962,Brastavatu,ot,Barbati_45-64
125999,Brebeni,ot,Barbati_45-64
126022,Brancoveni,ot,Barbati_45-64
126077,Bucinisu,ot,Barbati_45-64
126102,Cezieni,ot,Barbati_45-64
126148,Cilieni,ot,Barbati_45-64
126166,Carlogani,ot,Barbati_45-64
126228,Colonesti,ot,Barbati_45-64
126326,Corbu,ot,Barbati_45-64
126380,Coteana,ot,Barbati_45-64
126406,Crampoia,ot,Barbati_45-64
126433,Curtisoara,ot,Barbati_45-64
126503,Cungrea,ot,Barbati_45-64
126585,Daneasa,ot,Barbati_45-64
126647,Deveselu,ot,Barbati_45-64
126674,Dobretu,ot,Barbati_45-64
126718,Dobrosloveni,ot,Barbati_45-64
126772,Dobroteasa,ot,Barbati_45-64
126825,Dobrun,ot,Barbati_45-64
126905,Fagetelu,ot,Barbati_45-64
126978,Falcoiu,ot,Barbati_45-64
127019,Farcasele,ot,Barbati_45-64
127064,Ganeasa,ot,Barbati_45-64
127126,Giuvarasti,ot,Barbati_45-64
127144,Gostavatu,ot,Barbati_45-64
127171,Gradinari,ot,Barbati_45-64
127224,Grojdibodu,ot,Barbati_45-64
127251,Ianca,ot,Barbati_45-64
127288,Iancu Jianu,ot,Barbati_45-64
127322,Icoana,ot,Barbati_45-64
127368,Izbiceni,ot,Barbati_45-64
127386,Izvoarele,ot,Barbati_45-64
127411,Leleasca,ot,Barbati_45-64
127493,Maruntei,ot,Barbati_45-64
127536,Mihaesti,ot,Barbati_45-64
127563,Milcov,ot,Barbati_45-64
127625,Morunglav,ot,Barbati_45-64
127689,Movileni,ot,Barbati_45-64
127714,Nicolae Titulescu,ot,Femei_65_
127750,Obarsia,ot,Barbati_45-64
127812,Oboga,ot,Barbati_45-64
127858,Oporelu,ot,Barbati_45-64
127901,Optasi-Magura,ot,Barbati_45-64
127938,Orlea,ot,Barbati_45-64
127983,Osica De Sus,ot,Barbati_45-64
128052,Perieti,ot,Barbati_45-64
128105,Oras Piatra-Olt,ot,Barbati_45-64
128178,Parscoveni,ot,Barbati_45-64
128221,Plesoiu,ot,Barbati_45-64
128301,Poboru,ot,Barbati_45-64
128374,Oras Potcoava,ot,Barbati_45-64
128436,Priseaca,ot,Barbati_45-64
128472,Radomiresti,ot,Barbati_45-64
128524,Redea,ot,Barbati_45-64
128560,Rotunda,ot,Barbati_45-64
128588,Rusanesti,ot,Barbati_45-64
128613,Scarisoara,ot,Barbati_45-64
128659,Schitu,ot,Barbati_45-64
128711,Oras Scornicesti,ot,Barbati_45-64
128864,Seaca,ot,Barbati_45-64
128882,Samburesti,ot,Barbati_45-64
128962,Spineni,ot,Barbati_45-64
129040,Sprancenata,ot,Barbati_45-64
129095,Stoenesti,ot,Barbati_45-64
129111,Stoicanesti,ot,Barbati_45-64
129139,Strejesti,ot,Barbati_45-64
129184,Studina,ot,Barbati_45-64
129246,Serbanesti,ot,Barbati_45-64
129282,Stefan Cel Mare,ot,Femei_65_
129317,Tatulesti,ot,Barbati_45-64
129380,Teslui,ot,Barbati_45-64
129460,Tia Mare,ot,Barbati_45-64
129503,Topana,ot,Femei_65_
129567,Traian,ot,Barbati_45-64
129585,Tufeni,ot,Barbati_45-64
129629,Urzica,ot,Barbati_45-64
129656,Valea Mare,ot,Barbati_45-64
129718,Vadastra,ot,Barbati_45-64
129745,Vadastrita,ot,Barbati_45-64
129763,Valeni,ot,Barbati_45-64
129816,Verguleasa,ot,Barbati_45-64
129898,Visina,ot,Barbati_45-64
129914,Vitomiresti,ot,Barbati_45-64
129987,Valcele,ot,Barbati_45-64
130026,Vladila,ot,Barbati_45-64
130062,Voineasa,ot,Barbati_45-64
130124,Vulpeni,ot,Barbati_45-64
130231,Vulturesti,ot,Barbati_45-64
130286,Balteni,ot,Barbati_45-64
130295,Calui,ot,Femei_45-64
130302,Gavanesti,ot,Femei_45-64
130311,Ghimpeteni,ot,Barbati_45-64
130320,Gradinile,ot,Barbati_45-64
130339,Gura Padinii,ot,Barbati_45-64
130348,Ipotesti,ot,Barbati_45-64
130357,Osica De Jos,ot,Barbati_45-64
130366,Sarbii - Magura,ot,Barbati_45-64
130375,Visina Noua,ot,Barbati_45-64
130384,Soparlita,ot,Barbati_45-64
130534,Municipiul Ploiesti,ph,Femei_45-64
130552,Barcanesti,ph,Barbati_45-64
130614,Berceni,ph,Barbati_45-64
130678,Blejoi,ph,Barbati_45-64
130712,Brazi,ph,Barbati_45-64
130785,Bucov,ph,Barbati_45-64
130847,Paulesti,ph,Barbati_45-64
130892,Targsoru Vechi,ph,Barbati_45-64
130954,Oras Azuga,ph,Femei_45-64
130981,Oras Baicoi,ph,Barbati_45-64
131069,Oras Boldesti-Scaeni,ph,Barbati_45-64
131103,Oras Breaza,ph,Femei_45-64
131210,Oras Busteni,ph,Barbati_45-64
131256,Municipiul Campina,ph,Femei_45-64
131274,Poiana Campina,ph,Femei_45-64
131336,Oras Comarnic,ph,Barbati_45-64
131407,Oras Mizil,ph,Femei_45-64
131443,Oras Plopeni,ph,Barbati_45-64
131461,Dumbravesti,ph,Barbati_45-64
131540,Oras Sinaia,ph,Femei_45-64
131577,Oras Slanic,ph,Barbati_45-64
131620,Oras Urlati,ph,Barbati_45-64
131817,Oras Valenii De Munte,ph,Femei_45-64
131835,Gura Vitioarei,ph,Barbati_45-64
131899,Adunati,ph,Barbati_45-64
131933,Albesti-Paleologu,ph,Barbati_45-64
131988,Alunis,ph,Barbati_45-64
132011,Apostolache,ph,Barbati_45-64
132075,Aricestii Rahtivani,ph,Barbati_45-64
132137,Aricestii Zeletin,ph,Barbati_45-64
132164,Baba Ana,ph,Barbati_45-64
132226,Balta Doamnei,ph,Barbati_45-64
132271,Baltesti,ph,Barbati_45-64
132315,Banesti,ph,Barbati_45-64
132342,Bertea,ph,Femei_45-64
132379,Boldesti-Gradistea,ph,Barbati_45-64
132404,Brebu,ph,Femei_45-64
132459,Calugareni,ph,Barbati_45-64
132486,Carbunesti,ph,Barbati_45-64
132510,Ceptura,ph,Barbati_45-64
132574,Cerasu,ph,Barbati_45-64
132645,Chiojdeanca,ph,Barbati_45-64
132681,Ciorani,ph,Barbati_45-64
132716,Cocorastii Mislii,ph,Barbati_45-64
132752,Colceag,ph,Barbati_45-64
132805,Cornu,ph,Femei_45-64
132841,Cosminele,ph,Barbati_45-64
132896,Drajna,ph,Barbati_45-64
133018,Draganesti,ph,Barbati_45-64
133090,Dumbrava,ph,Barbati_45-64
133161,Filipestii De Padure,ph,Barbati_45-64
133214,Filipestii De Targ,ph,Barbati_45-64
133278,Fantanele,ph,Barbati_45-64
133330,Floresti,ph,Femei_45-64
133394,Fulga,ph,Barbati_45-64
133429,Gherghita,ph,Barbati_45-64
133508,Gorgota,ph,Barbati_45-64
133562,Gornet,ph,Barbati_45-64
133615,Gornet-Cricov,ph,Barbati_45-64
133688,Gura Vadului,ph,Femei_45-64
133722,Iordacheanu,ph,Barbati_45-64
133795,Izvoarele,ph,Femei_45-64
133866,Jugureni,ph,Femei_65_
133919,Lapos,ph,Barbati_45-64
133964,Lipanesti,ph,Barbati_45-64
134014,Magurele,ph,Barbati_45-64
134050,Magureni,ph,Femei_45-64
134096,Maneciu,ph,Barbati_45-64
134194,Manesti,ph,Barbati_45-64
134336,Pacureti,ph,Barbati_45-64
134390,Plopu,ph,Barbati_45-64
134443,Podenii Noi,ph,Barbati_45-64
134559,Poienarii Burchii,ph,Barbati_45-64
134648,Posesti,ph,Barbati_45-64
134755,Predeal-Sarari,ph,Barbati_45-64
134853,Provita De Jos,ph,Barbati_45-64
134899,Provita De Sus,ph,Barbati_45-64
134942,Puchenii Mari,ph,Barbati_45-64
135020,Rafov,ph,Barbati_45-64
135128,Salcia,ph,Barbati_45-64
135146,Salciile,ph,Femei_65_
135164,Scorteni,ph,Barbati_45-64
135226,Secaria,ph,Barbati_45-64
135244,Sangeru,ph,Barbati_45-64
135315,Starchiojd,ph,Barbati_45-64
135404,Surani,ph,Barbati_45-64
135431,Sirna,ph,Barbati_45-64
135501,Soimari,ph,Barbati_45-64
135547,Sotrile,ph,Barbati_45-64
135618,Stefesti,ph,Barbati_45-64
135654,Talea,ph,Femei_45-64
135681,Tataru,ph,Barbati_45-64
135725,Teisani,ph,Barbati_45-64
135789,Telega,ph,Barbati_45-64
135850,Tinosu,ph,Barbati_45-64
135896,Tomsani,ph,Barbati_45-64
135949,Valea Calugareasca,ph,Barbati_45-64
136107,Valea Doftanei,ph,Barbati_45-64
136134,Varbilau,ph,Barbati_45-64
136198,Valcanesti,ph,Barbati_45-64
136241,Cocorastii Colt,ph,Barbati_45-64
136250,Olari,ph,Barbati_45-64
136269,Vadu Sapat,ph,Barbati_45-64
136278,Batrani,ph,Barbati_45-64
136483,Municipiul Satu Mare,sm,Femei_45-64
136526,Municipiul Carei,sm,Femei_45-64
136553,Capleni,sm,Femei_45-64
136599,Oras Negresti-Oas,sm,Femei_45-64
136642,Oras Tasnad,sm,Femei_45-64
136713,Acas,sm,Barbati_45-64
136768,Andrid,sm,Barbati_45-64
136802,Apa,sm,Barbati_45-64
136848,Oras Ardud,sm,Barbati_45-64
136919,Batarci,sm,Femei_45-64
136964,Beltiug,sm,Barbati_45-64
137032,Berveni,sm,Barbati_45-64
137069,Bixad,sm,Barbati_45-64
137103,Barsau,sm,Barbati_45-64
137130,Bogdand,sm,Barbati_45-64
137185,Botiz,sm,Barbati_45-64
137229,Calinesti-Oas,sm,Barbati_45-64
137274,Camarzana,sm,Barbati_45-64
137292,Cauas,sm,Barbati_45-64
137363,Cehal,sm,Barbati_45-64
137407,Certeze,sm,Barbati_45-64
137443,Craidorolt,sm,Barbati_45-64
137504,Crucisor,sm,Barbati_45-64
137540,Culciu,sm,Barbati_45-64
137611,Doba,sm,Barbati_45-64
137675,Dorolt,sm,Barbati_45-64
137728,Foieni,sm,Femei_45-64
137746,Gherta Mica,sm,Femei_45-64
137764,Halmeu,sm,Barbati_45-64
137844,Hodod,sm,Barbati_45-64
137899,Homoroade,sm,Barbati_45-64
137960,Lazuri,sm,Barbati_45-64
138039,Oras Livada,sm,Barbati_45-64
138084,Mediesu Aurit,sm,Barbati_45-64
138164,Micula,sm,Barbati_45-64
138208,Moftin,sm,Barbati_45-64
138280,Odoreu,sm,Barbati_45-64
138351,Orasu Nou,sm,Barbati_45-64
138431,Paulesti,sm,Barbati_45-64
138501,Petresti,sm,Femei_45-64
138538,Pir,sm,Barbati_45-64
138574,Piscolt,sm,Barbati_45-64
138618,Pomi,sm,Barbati_45-64
138663,Sanislau,sm,Barbati_45-64
138734,Santau,sm,Barbati_45-64
138770,Sacaseni,sm,Femei_45-64
138805,Sauca,sm,Barbati_45-64
138869,Socond,sm,Barbati_45-64
138921,Supur,sm,Barbati_45-64
139009,Tarna Mare,sm,Barbati_45-64
139054,Terebesti,sm,Barbati_45-64
139107,Tiream,sm,Barbati_45-64
139143,Tarsolt,sm,Femei_45-64
139170,Turt,sm,Barbati_45-64
139214,Turulung,sm,Barbati_45-64
139250,Urziceni,sm,Femei_45-64
139287,Valea Vinului,sm,Barbati_45-64
139330,Vama,sm,Barbati_45-64
139358,Vetis,sm,Barbati_45-64
139394,Viile Satu Mare,sm,Barbati_45-64
139704,Municipiul Zalau,sj,Femei_45-64
139740,Oras Cehu Silvaniei,sj,Barbati_45-64
139811,Oras Jibou,sj,Barbati_45-64
139884,Oras Simleu Silvaniei,sj,Barbati_45-64
139937,Agrij,sj,Barbati_45-64
139982,Almasu,sj,Barbati_45-64
140084,Babeni,sj,Barbati_45-64
140146,Balan,sj,Barbati_45-64
140208,Banisor,sj,Barbati_45-64
140244,Benesat,sj,Barbati_45-64
140280,Bobota,sj,Barbati_45-64
140324,Bocsa,sj,Barbati_45-64
140379,Buciumi,sj,Barbati_45-64
140440,Camar,sj,Femei_45-64
140477,Carastelec,sj,Femei_65_
140501,Chiesd,sj,Barbati_45-64
140547,Cizer,sj,Barbati_65_
140583,Coseiu,sj,Barbati_45-64
140627,Crasna,sj,Femei_45-64
140672,Creaca,sj,Barbati_45-64
140770,Cristolt,sj,Barbati_45-64
140823,Criseni,sj,Barbati_45-64
140869,Cuzaplac,sj,Barbati_45-64
140958,Dobrin,sj,Barbati_45-64
141027,Dragu,sj,Barbati_45-64
141081,Fildu De Jos,sj,Barbati_45-64
141134,Galgau,sj,Barbati_45-64
141232,Garbou,sj,Barbati_45-64
141312,Halmasd,sj,Barbati_45-64
141376,Hereclean,sj,Barbati_45-64
141447,Hida,sj,Barbati_45-64
141535,Horoatu Crasnei,sj,Barbati_45-64
141580,Ileanda,sj,Barbati_45-64
141722,Ip,sj,Barbati_45-64
141786,Letca,sj,Barbati_45-64
141884,Lozna,sj,Femei_65_
141946,Marca,sj,Barbati_45-64
142006,Maeriste,sj,Barbati_45-64
142079,Mesesenii De Jos,sj,Barbati_45-64
142122,Mirsid,sj,Barbati_45-64
142177,Napradea,sj,Barbati_45-64
142239,Nusfalau,sj,Femei_45-64
142284,Pericei,sj,Barbati_45-64
142337,Plopis,sj,Barbati_45-64
142373,Poiana Blenchii,sj,Barbati_45-64
142426,Romanasi,sj,Barbati_45-64
142499,Rus,sj,Barbati_45-64
142550,Salatig,sj,Femei_45-64
142612,Sag,sj,Barbati_45-64
142676,Sanmihaiu Almasului,sj,Barbati_45-64
142710,Somes-Odorhei,sj,Barbati_45-64
142774,Surduc,sj,Barbati_45-64
142854,Samsud,sj,Barbati_45-64
142881,Sarmasag,sj,Barbati_45-64
142952,Valcau De Jos,sj,Barbati_45-64
143021,Varsolt,sj,Barbati_45-64
143067,Zalha,sj,Barbati_45-64
143147,Zimbor,sj,Barbati_25-34
143450,Municipiul Sibiu,sb,Femei_45-64
143487,Cristian,sb,Barbati_45-64
143502,Poplaca,sb,Barbati_45-64
143520,Rasinari,sb,Barbati_45-64
143557,Selimbar,sb,Barbati_35-44
143619,Municipiul Medias,sb,Barbati_45-64
143646,Tarnava,sb,Barbati_45-64
143682,Oras Agnita,sb,Barbati_45-64
143735,Oras Cisnadie,sb,Barbati_45-64
143771,Oras Copsa Mica,sb,Barbati_45-64
143806,Oras Dumbraveni,sb,Barbati_45-64
143851,Oras Ocna Sibiului,sb,Barbati_45-64
143888,Altina,sb,Barbati_45-64
143922,Apoldu De Jos,sb,Barbati_45-64
143959,Arpasu De Jos,sb,Barbati_45-64
143995,Atel,sb,Barbati_45-64
144054,Oras Avrig,sb,Barbati_45-64
144116,Axente Sever,sb,Barbati_45-64
144152,Bazna,sb,Barbati_45-64
144198,Biertan,sb,Barbati_45-64
144232,Barghis,sb,Barbati_45-64
144303,Blajel,sb,Barbati_45-64
144349,Brateiu,sb,Femei_45-64
144376,Bradeni,sb,Barbati_45-64
144410,Bruiu,sb,Barbati_45-64
144456,Chirpar,sb,Barbati_45-64
144508,Carta,sb,Femei_45-64
144535,Cartisoara,sb,Barbati_45-64
144553,Darlos,sb,Barbati_45-64
144599,Gura Raului,sb,Barbati_45-64
144615,Hoghilag,sb,Barbati_45-64
144651,Iacobeni,sb,Barbati_45-64
144713,Jina,sb,Barbati_45-64
144731,Laslea,sb,Barbati_45-64
144795,Loamnes,sb,Barbati_45-64
144866,Ludos,sb,Barbati_45-64
144893,Marpod,sb,Barbati_45-64
144928,Oras Miercurea Sibiului,sb,Barbati_45-64
144964,Merghindeal,sb,Barbati_45-64
144991,Micasasa,sb,Barbati_45-64
145042,Mihaileni,sb,Barbati_45-64
145104,Mosna,sb,Barbati_45-64
145140,Nocrich,sb,Barbati_45-64
145202,Orlat,sb,Barbati_45-64
145220,Pauca,sb,Barbati_45-64
145275,Poiana Sibiului,sb,Femei_45-64
145293,Porumbacu De Jos,sb,Barbati_45-64
145355,Racovita,sb,Barbati_45-64
145382,Rau Sadului,sb,Femei_45-64
145408,Rosia,sb,Barbati_45-64
145471,Sadu,sb,Femei_45-64
145499,Oras Saliste,sb,Barbati_45-64
145603,Slimnic,sb,Barbati_45-64
145667,Seica Mare,sb,Barbati_45-64
145738,Seica Mica,sb,Barbati_45-64
145765,Sura Mare,sb,Barbati_45-64
145792,Sura Mica,sb,Barbati_45-64
145827,Oras Talmaciu,sb,Barbati_45-64
145907,Tilisca,sb,Barbati_45-64
145934,Turnu Rosu,sb,Femei_45-64
145961,Valea Viilor,sb,Femei_45-64
145998,Vurpar,sb,Barbati_45-64
146012,Alma,sb,Barbati_45-64
146021,Boita,sb,Barbati_45-64
146263,Municipiul Suceava,sv,Femei_45-64
146281,Ipotesti,sv,Barbati_45-64
146325,Mitocu Dragomirnei,sv,Barbati_45-64
146370,Oras Salcea,sv,Barbati_45-64
146432,Scheia,sv,Barbati_45-64
146502,Municipiul Campulung Moldovenesc,sv,Femei_45-64
146539,Municipiul Falticeni,sv,Femei_45-64
146584,Oras Gura Humorului,sv,Femei_45-64
146628,Municipiul Radauti,sv,Femei_45-64
146655,Oras Siret,sv,Barbati_45-64
146708,Oras Solca,sv,Barbati_45-64
146744,Municipiul Vatra Dornei,sv,Femei_45-64
146799,Adancata,sv,Barbati_45-64
146860,Arbore,sv,Barbati_45-64
146904,Baia,sv,Femei_45-64
146931,Oras Milisauti,sv,Barbati_45-64
146995,Balcauti,sv,Barbati_45-64
147036,Bilca,sv,Barbati_45-64
147054,Bogdanesti,sv,Barbati_45-64
147072,Boroaia,sv,Barbati_45-64
147134,Bosanci,sv,Barbati_45-64
147161,Botosana,sv,Barbati_45-64
147205,Breaza,sv,Barbati_45-64
147241,Brodina,sv,Barbati_45-64
147358,Oras Brosteni,sv,Barbati_45-64
147465,Bunesti,sv,Barbati_45-64
147526,Cacica,sv,Femei_45-64
147580,Calafindesti,sv,Barbati_45-64
147633,Oras Cajvana,sv,Barbati_45-64
147660,Ilisesti,sv,Barbati_45-64
147713,Carlibaba,sv,Barbati_45-64
147786,Cornu Luncii,sv,Femei_45-64
147884,Crucea,sv,Barbati_45-64
147937,Darmanesti,sv,Barbati_45-64
148006,Oras Dolhasca,sv,Barbati_45-64
148097,Dolhesti,sv,Barbati_45-64
148131,Dorna-Arini,sv,Barbati_45-64
148202,Dorna Candrenilor,sv,Barbati_45-64
148293,Dornesti,sv,Barbati_45-64
148328,Dragoiesti,sv,Barbati_45-64
148382,Draguseni,sv,Barbati_45-64
148426,Dumbraveni,sv,Barbati_45-64
148453,Fantanele,sv,Barbati_45-64
148514,Forasti,sv,Barbati_45-64
148612,Oras Frasin,sv,Barbati_45-64
148667,Fratautii Noi,sv,Barbati_45-64
148694,Fratautii Vechi,sv,Barbati_45-64
148729,Frumosu,sv,Barbati_45-64
148765,Fundu Moldovei,sv,Barbati_45-64
148872,Galanesti,sv,Barbati_45-64
148916,Gramesti,sv,Barbati_45-64
148970,Granicesti,sv,Barbati_45-64
149049,Horodniceni,sv,Barbati_45-64
149101,Horodnic De Jos,sv,Barbati_45-64
149138,Iacobeni,sv,Barbati_45-64
149183,Izvoarele Sucevei,sv,Barbati_45-64
149227,Oras Liteni,sv,Barbati_45-64
149290,Marginea,sv,Barbati_45-64
149316,Malini,sv,Barbati_45-64
149370,Manastirea Humorului,sv,Barbati_45-64
149414,Moara,sv,Barbati_45-64
149502,Moldova-Sulita,sv,Barbati_45-64
149539,Moldovita,sv,Barbati_45-64
149584,Musenita,sv,Barbati_45-64
149655,Ostra,sv,Femei_45-64
149682,Panaci,sv,Barbati_45-64
149753,Paltinoasa,sv,Barbati_45-64
149780,Partestii De Jos,sv,Barbati_45-64
149833,Patrauti,sv,Barbati_45-64
149851,Poiana Stampei,sv,Barbati_45-64
149931,Pojorata,sv,Barbati_45-64
149968,Preutesti,sv,Barbati_45-64
150043,Putna,sv,Barbati_45-64
150070,Radaseni,sv,Barbati_45-64
150114,Rasca,sv,Barbati_45-64
150178,Sadova,sv,Barbati_45-64
150196,Satu Mare,sv,Barbati_45-64
150221,Siminicea,sv,Barbati_45-64
150258,Slatina,sv,Barbati_45-64
150294,Straja,sv,Femei_45-64
150310,Stroiesti,sv,Barbati_45-64
150356,Stulpicani,sv,Barbati_45-64
150418,Sucevita,sv,Femei_45-64
150445,Saru Dornei,sv,Barbati_45-64
150524,Todiresti,sv,Barbati_45-64
150588,Udesti,sv,Barbati_45-64
150702,Ulma,sv,Barbati_45-64
150766,Vadu Moldovei,sv,Femei_45-64
150891,Valea Moldovei,sv,Barbati_45-64
150935,Vama,sv,Barbati_45-64
150980,Vatra Moldovitei,sv,Barbati_45-64
151022,Veresti,sv,Barbati_45-64
151077,Vicovu De Jos,sv,Barbati_45-64
151095,Oras Vicovu De Sus,sv,Barbati_45-64
151120,Volovat,sv,Barbati_45-64
151157,Vulturesti,sv,Barbati_45-64
