Siruta,Localitate,ActivitateDominanta
93735,Grivita,Lemnului
93735,Grivita,Lemnului
93735,Grivita,Lemnului
126503,Cungrea,ConstructiiMasini
151077,Vicovu De Jos,Textila
52785,Farliug,Alimentara
69170,Valea Mare,Alimentara
69170,Valea Mare,Alimentara
69170,Valea Mare,Alimentara
69170,Valea Mare,Alimentara
167473,Municipiul Ramnicu Valcea,Alimentara
175670,Campuri,Lemnului
151095,Oras Vicovu De Sus,Textila
77377,Tepu,Alimentara
11842,Savarsin,Alimentara
101957,Ciorogarla,Textila
36426,Broscauti,Alimentara
93771,Independenta,Alimentara
93771,Independenta,Alimentara
93771,Independenta,Alimentara
61005,Aliman,Alimentara
85582,Secuieni,Alimentara
85582,Secuieni,Alimentara
85582,Secuieni,Alimentara
20048,Raca,Lemnului
151120,Volovat,Lemnului
28246,Cefa,ConstructiiMasini
20055,Vulturesti,Lemnului
20055,Vulturesti,Lemnului
20055,Vulturesti,Lemnului
20055,Vulturesti,Lemnului
77402,Umbraresti,Alimentara
20063,Bughea De Sus,Alimentara
101984,Clejani,Alimentara
134755,Predeal-Sarari,Alimentara
118370,Mihesu De Campie,Alimentara
36453,Oras Bucecea,Alimentara
159339,Voiteg,Lemnului
142952,Valcau De Jos,Lemnului
93815,Jegalia,Mobila
175732,Carligele,Alimentara
151157,Vulturesti,Alimentara
151157,Vulturesti,Alimentara
151157,Vulturesti,Alimentara
151157,Vulturesti,Alimentara
52856,Forotic,Alimentara
126585,Daneasa,Alimentara
85626,Siculeni,Alimentara
69250,Vacaresti,Alimentara
159366,Birda,Lemnului
61069,Oras Baneasa,Alimentara
159375,Checea,Alimentara
102035,Clinceni,Alimentara
36499,Calarasi,Alimentara
36499,Calarasi,Alimentara
36499,Calarasi,Alimentara
110232,Oras Vanju Mare,Alimentara
93851,Lehliu,Alimentara
159384,Dudestii Noi,Lemnului
77475,Valea Marului,Alimentara
159393,Fibis,Alimentara
11940,Secusigiu,Alimentara
175787,Corbita,Lemnului
159400,Ghilad,Alimentara
52909,Garnic,Alimentara
28335,Ceica,Textila
143021,Varsolt,Alimentara
3761,Cenade,Alimentara
85680,Sancraieni,Alimentara
36532,Concesti,Mobila
69303,Valeni-Dambovita,Alimentara
102071,Colibasi,Alimentara
126647,Deveselu,ChimicaFarmaceutica
159419,Gottlob,Lemnului
93888,Oras Lehliu Gara,Alimentara
61121,Castelu,Mobila
77509,Varlezi,Alimentara
118469,Nades,ConstructiiMasini
159428,Iecea Mare,Alimentara
134853,Provita De Jos,Alimentara
52936,Glimboca,Lemnului
151246,Zamostea,Lemnului
159437,Parta,ConstructiiMasini
69330,Visina,Alimentara
69330,Visina,Alimentara
126674,Dobretu,Alimentara
159446,Padureni,Alimentara
159446,Padureni,Alimentara
36569,Copalau,Alimentara
110296,Bala,Alimentara
110296,Bala,Alimentara
143067,Zalha,Alimentara
52954,Goruia,Alimentara
11995,Seleus,Lemnului
102106,Comana,Alimentara
102106,Comana,Alimentara
102106,Comana,Alimentara
167641,Oras Baile Govora,Lemnului
3805,Cergau,Alimentara
159455,Saravale,Alimentara
77536,Vladesti,Alimentara
77536,Vladesti,Alimentara
77536,Vladesti,Alimentara
93931,Lupsanu,Alimentara
159464,Sandra,Alimentara
118511,Neaua,Alimentara
61167,Cerchezu,Alimentara
134899,Provita De Sus,Mobila
159473,Tomnatic,Lemnului
77561,Radesti,Alimentara
77561,Radesti,Alimentara
159482,Valcani,Alimentara
52990,Gradinari,Alimentara
52990,Gradinari,Alimentara
52990,Gradinari,Alimentara
28415,Cetariu,Lemnului
126718,Dobrosloveni,Alimentara
3841,Ceru-Bacainti,Alimentara
85760,Sandominic,Lemnului
159491,Livezile,Alimentara
159491,Livezile,Alimentara
159491,Livezile,Alimentara
159491,Livezile,Alimentara
12037,Semlac,Alimentara
77579,Negrilesti,Alimentara
77579,Negrilesti,Alimentara
77579,Negrilesti,Alimentara
175885,Cotesti,Alimentara
102160,Corbeanca,Textila
159507,Pesac,Alimentara
44818,Municipiul Buzau,Alimentara
77587,Poiana,Alimentara
77587,Poiana,Alimentara
167696,Oras Baile Olanesti,Alimentara
69394,Visinesti,Alimentara
12055,Sintea Mare,Textila
61210,Chirnogeni,Energetica
77595,Cuza Voda,Alimentara
77595,Cuza Voda,Alimentara
77595,Cuza Voda,Alimentara
134942,Puchenii Mari,Alimentara
85788,Sanmartin,Alimentara
85788,Sanmartin,Alimentara
85788,Sanmartin,Alimentara
159516,Bucovat,Alimentara
159516,Bucovat,Alimentara
53023,Iablanita,Lemnului
77601,Suhurlui,Alimentara
159525,Otelec,Alimentara
36649,Cordareni,Lemnului
143147,Zimbor,Alimentara
93995,Mihail Kogalniceanu,Alimentara
93995,Mihail Kogalniceanu,Alimentara
93995,Mihail Kogalniceanu,Alimentara
44845,Municipiul Ramnicu Sarat,Energetica
118575,Ogra,Textila
151344,Zvoristea,Alimentara
126772,Dobroteasa,Alimentara
12091,Oras Santana,Alimentara
44863,Amaru,Alimentara
175938,Dumbraveni,Alimentara
175938,Dumbraveni,Alimentara
175938,Dumbraveni,Alimentara
36676,Corlateni,Alimentara
102213,Cornetu,Alimentara
69447,Varfuri,Alimentara
61256,Ciobanu,Alimentara
20297,Municipiul Bacau,Alimentara
53069,Lapusnicel,Lemnului
28497,Cherechiu,Alimentara
85840,Sansimion,Lemnului
20313,Hemeius,ConstructiiMasini
94045,Milosesti,Textila
12126,Socodor,Mobila
102240,Cosereni,Alimentara
61283,Ciocarlia,Alimentara
61283,Ciocarlia,Alimentara
126825,Dobrun,Alimentara
118637,Papiu Ilarian,Alimentara
175983,Dumitresti,Lemnului
135020,Rafov,Lemnului
53103,Lapusnicu Mare,Alimentara
12144,Sagu,Mobila
167794,Oras Brezoi,Lemnului
28530,Chislaz,Textila
85877,Subcetate,Lemnului
3958,Cetatea De Balta,Alimentara
110456,Balta,Alimentara
159614,Municipiul Tulcea,ConstructiiMasini
94081,Movila,Alimentara
44934,Balta Alba,Alimentara
61318,Cobadin,Alimentara
20359,Letea Veche,ConstructiiMasini
53130,Luncavita,Textila
53130,Luncavita,Textila
151433,Comanesti,Lemnului
102286,Crevedia,Textila
151442,Iaslovat,Alimentara
36756,Corni,Alimentara
36756,Corni,Alimentara
69526,Voinesti,Lemnului
69526,Voinesti,Lemnului
69526,Voinesti,Lemnului
151451,Ciocanesti,Lemnului
151451,Ciocanesti,Lemnului
151451,Ciocanesti,Lemnului
94107,Munteni-Buzau,Textila
159650,Oras Babadag,Mobila
85920,Suseni,Lemnului
85920,Suseni,Lemnului
85920,Suseni,Lemnului
118691,Panet,Alimentara
151460,Serbauti,Alimentara
4008,Ciuruleasa,Lemnului
94125,Alexandru Odobescu,Alimentara
12206,Seitin,Lemnului
53167,Lupac,Alimentara
151479,Horodnic De Sus,Lemnului
126905,Fagetelu,Alimentara
20411,Magura,ChimicaFarmaceutica
20411,Magura,ChimicaFarmaceutica
20411,Magura,ChimicaFarmaceutica
61372,Cogealac,Alimentara
44989,Balaceanu,Alimentara
12224,Sepreus,Textila
28610,Ciuhoi,Lemnului
151488,Fantana Mare,Alimentara
159687,Oras Isaccea,Lemnului
110535,Balacita,Alimentara
36809,Cotusca,Alimentara
45003,Beceni,Alimentara
151497,Cosna,Lemnului
102348,Crevedia Mare,Alimentara
151503,Capu Campului,Lemnului
94161,Perieti,Lemnului
94161,Perieti,Lemnului
12242,Sicula,Lemnului
53210,Marga,Lemnului
135128,Salcia,Alimentara
135128,Salcia,Alimentara
135128,Salcia,Alimentara
151512,Hantesti,Lemnului
118753,Pasareni,Alimentara
85984,Simonesti,Lemnului
151521,Burla,Alimentara
167909,Oras Calimanesti,Lemnului
135146,Salciile,Energetica
151530,Balaceana,Alimentara
110571,Bacles,Alimentara
69615,Vulcana-Bai,Mobila
159730,Oras Macin,Textila
20466,Margineni,Mobila
20466,Margineni,Mobila
77812,Municipiul Targu Jiu,Energetica
28665,Ciumeghiu,Alimentara
135164,Scorteni,Textila
135164,Scorteni,Textila
53247,Maureni,Alimentara
151549,Hartop,Textila
12288,Silindia,Lemnului
126978,Falcoiu,Alimentara
151558,Voitinel,Textila
4106,Calnic,Alimentara
4106,Calnic,Alimentara
61452,Comana,Alimentara
61452,Comana,Alimentara
61452,Comana,Alimentara
151567,Ciprian Porumbescu,Lemnului
94223,Perisoru,Alimentara
118799,Petelea,Mobila
102419,Curcani,Alimentara
176150,Fitionesti,Alimentara
159767,Oras Sulina,Alimentara
53274,Mehadia,Lemnului
151576,Berchisesti,Alimentara
151585,Poieni-Solca,Alimentara
28709,Campani,Alimentara
118824,Pogaceaua,Alimentara
127019,Farcasele,Alimentara
36907,Cristesti,Alimentara
36907,Cristesti,Alimentara
36907,Cristesti,Alimentara
159785,Baia,Alimentara
159785,Baia,Alimentara
45101,Berca,Alimentara
4142,Cricau,ChimicaFarmaceutica
102446,Daia,Textila
167981,Municipiul Dragasani,ConstructiiMasini
12340,Simand,Mobila
135226,Secaria,Alimentara
94269,Reviga,Alimentara
102473,Dascalu,Lemnului
61513,Corbu,ChimicaFarmaceutica
61513,Corbu,ChimicaFarmaceutica
61513,Corbu,ChimicaFarmaceutica
135244,Sangeru,Alimentara
53327,Mehadica,Lemnului
12368,Siria,CalculatoareElectronica
20563,Municipiul Onesti,ChimicaFarmaceutica
176212,Garoafa,Alimentara
77910,Balesti,Alimentara
77910,Balesti,Alimentara
36952,Cristinesti,Alimentara
143450,Municipiul Sibiu,ConstructiiMasini
127064,Ganeasa,Alimentara
127064,Ganeasa,Alimentara
28763,Cociuba Mare,Alimentara
4188,Craciunelu De Jos,Alimentara
53345,Naidas,Alimentara
110688,Balvanesti,Alimentara
159847,Beidaud,Alimentara
94312,Roseti,Alimentara
168041,Oras Horezu,Alimentara
12402,Sistarovat,Alimentara
86133,Tulghes,Lemnului
61559,Crucea,Energetica
61559,Crucea,Energetica
94330,Salcioara,Alimentara
94330,Salcioara,Alimentara
53372,Obreja,Alimentara
102525,Darasti-Ilfov,Mobila
143487,Cristian,ConstructiiMasini
143487,Cristian,ConstructiiMasini
20607,Gura Vaii,Alimentara
151683,Municipiul Turnu Magurele,ChimicaFarmaceutica
159883,C.a. Rosetti,Alimentara
159883,C.a. Rosetti,Alimentara
143502,Poplaca,Alimentara
102543,1 Decembrie,Alimentara
4240,Daia Romana,Textila
28816,Copacel,Alimentara
135315,Starchiojd,Alimentara
118931,Rastolita,Lemnului
37011,Dersca,Alimentara
110740,Breznita-Motru,Alimentara
127126,Giuvarasti,Alimentara
151709,Ciuperceni,Alimentara
151709,Ciuperceni,Alimentara
143520,Rasinari,Textila
12457,Taut,Lemnului
94376,Saveni,Mobila
127144,Gostavatu,Textila
102570,Domnesti,Energetica
102570,Domnesti,Energetica
4268,Dostat,Alimentara
86188,Tusnad,Alimentara
176301,Gugesti,Lemnului
53425,Paltinis,Alimentara
53425,Paltinis,Alimentara
61620,Cumpana,Alimentara
151736,Islaz,Lemnului
45245,Bisoca,Alimentara
20670,Stefan Cel Mare,Alimentara
20670,Stefan Cel Mare,Alimentara
20670,Stefan Cel Mare,Alimentara
20670,Stefan Cel Mare,Alimentara
20670,Stefan Cel Mare,Alimentara
20670,Stefan Cel Mare,Alimentara
168130,Oras Ocnele Mari,Alimentara
37057,Dangeni,Lemnului
78016,Dragutesti,Alimentara
127171,Gradinari,ChimicaFarmaceutica
127171,Gradinari,ChimicaFarmaceutica
127171,Gradinari,ChimicaFarmaceutica
143557,Selimbar,ChimicaFarmaceutica
159945,Carcaliu,Alimentara
102605,Dragomiresti-Vale,Alimentara
4302,Farau,Alimentara
86222,Ulies,Lemnului
176338,Gura Calitei,Lemnului
151763,Lita,Alimentara
118995,Raciu,ConstructiiMasini
118995,Raciu,ConstructiiMasini
28889,Cristioru De Jos,Mobila
159963,Casimcea,Energetica
94429,Scanteia,Alimentara
94429,Scanteia,Alimentara
12509,Tarnova,Alimentara
12509,Tarnova,Alimentara
110820,Breznita-Ocol,Alimentara
61675,Deleni,Alimentara
61675,Deleni,Alimentara
61675,Deleni,Alimentara
37100,Dobarceni,Alimentara
151790,Municipiul Alexandria,ConstructiiMasini
135404,Surani,Alimentara
102641,Dragoesti,ConstructiiMasini
102641,Dragoesti,ConstructiiMasini
53489,Coronini,Alimentara
94456,Sfantu Gheorghe,Alimentara
94456,Sfantu Gheorghe,Alimentara
127224,Grojdibodu,Alimentara
143619,Municipiul Medias,ConstructiiMasini
135431,Sirna,ConstructiiMasini
78089,Turcinesti,Textila
53513,Pojejena,Alimentara
151816,Nanov,Alimentara
28941,Curatele,Lemnului
69900,Municipiul Craiova,ConstructiiMasini
4366,Galda De Jos,Alimentara
127251,Ianca,Alimentara
45334,Blajani,Alimentara
151834,Poroschia,Alimentara
110875,Brosteni,Lemnului
110875,Brosteni,Lemnului
12572,Varadia De Mures,Alimentara
143646,Tarnava,Mobila
94492,Stelnica,Alimentara
86311,Varsag,Lemnului
168229,Alunu,Alimentara
61737,Dobromir,Mobila
20778,Oras Buhusi,Alimentara
160047,Ceatalchioi,Alimentara
102703,Dridu,Textila
45361,Boldu,Alimentara
37173,Draguseni,Textila
37173,Draguseni,Textila
37173,Draguseni,Textila
37173,Draguseni,Textila
127288,Iancu Jianu,Alimentara
78141,Municipiul Motru,Alimentara
151870,Municipiul Rosiori De Vede,Alimentara
176445,Homocea,Alimentara
143682,Oras Agnita,Textila
86339,Voslabeni,Lemnului
94535,Suditi,Alimentara
29001,Curtuiseni,Textila
53577,Prigor,Lemnului
45389,Bozioru,Alimentara
69964,Bucovat,Textila
69964,Bucovat,Textila
135501,Soimari,Textila
20821,Oras Comanesti,Lemnului
127322,Icoana,Alimentara
102749,Oras Fierbinti-Targ,Alimentara
160092,Ceamurlia De Jos,Alimentara
86366,Zetea,Mobila
37217,Durnesti,Alimentara
12643,Vinga,Textila
94562,Stefan Cel Mare,Alimentara
94562,Stefan Cel Mare,Alimentara
94562,Stefan Cel Mare,Alimentara
94562,Stefan Cel Mare,Alimentara
94562,Stefan Cel Mare,Alimentara
94562,Stefan Cel Mare,Alimentara
110946,Burila Mare,Alimentara
151905,Oras Videle,Alimentara
29038,Derna,Textila
61808,Garliciu,Alimentara
119153,Rusii-Munti,Textila
94580,Stefan Voda,Alimentara
143735,Oras Cisnadie,ConstructiiMasini
168309,Amarasti,Alimentara
176506,Jaristea,Alimentara
135547,Sotrile,Lemnului
160127,Cerna,Alimentara
151932,Crevenicu,Alimentara
4482,Garbova,Alimentara
61826,Ghindaresti,ChimicaFarmaceutica
53639,Ramna,Lemnului
127368,Izbiceni,Mobila
102794,Floresti-Stoenesti,ChimicaFarmaceutica
20876,Municipiul Moinesti,Alimentara
94606,Ulmu,Mobila
94606,Ulmu,Mobila
12689,Varfurile,Lemnului
143771,Oras Copsa Mica,Metalurgica
127386,Izvoarele,Alimentara
127386,Izvoarele,Alimentara
127386,Izvoarele,Alimentara
127386,Izvoarele,Alimentara
127386,Izvoarele,Alimentara
111006,Butoiesti,Alimentara
37280,Oras Flamanzi,Alimentara
29092,Diosig,Textila
176551,Jitia,Alimentara
86438,Madaras,Alimentara
86438,Madaras,Alimentara
86438,Madaras,Alimentara
119206,Saschiz,Lemnului
151978,Oras Zimnicea,ChimicaFarmaceutica
53675,Racasdia,Alimentara
4525,Garda De Sus,Lemnului
20910,Oras Slanic-Moldova,Lemnului
160172,Chilia Veche,Alimentara
61871,Independenta,Alimentara
61871,Independenta,Alimentara
61871,Independenta,Alimentara
86446,Cozmeni,Lemnului
127411,Leleasca,Alimentara
78258,Oras Novaci,Alimentara
86453,Tomesti,Alimentara
86453,Tomesti,Alimentara
86453,Tomesti,Alimentara
86453,Tomesti,Alimentara
168372,Oras Babeni,Alimentara
102838,Frasinet,Alimentara
102838,Frasinet,Alimentara
45496,Bradeanu,Alimentara
94651,Unirea,ChimicaFarmaceutica
94651,Unirea,ChimicaFarmaceutica
94651,Unirea,ChimicaFarmaceutica
94651,Unirea,ChimicaFarmaceutica
86461,Ciceu,Lemnului
143806,Oras Dumbraveni,Alimentara
151996,Balaci,Alimentara
135618,Stefesti,Lemnului
53700,Eftimie Murgu,Lemnului
119242,Oras Sarmasu,Mobila
37324,Frumusica,Alimentara
86479,Leliceni,Mobila
70094,Isalnita,Alimentara
86487,Porumbeni,Alimentara
86495,Racu,Lemnului
70110,Podari,Textila
53728,Rusca Montana,Alimentara
94688,Valea Ciorii,Alimentara
29154,Dobresti,Alimentara
29154,Dobresti,Alimentara
29154,Dobresti,Alimentara
45539,Braesti,Lemnului
45539,Braesti,Lemnului
45539,Braesti,Lemnului
160225,Ciucurova,Alimentara
86501,Satu Mare,Lemnului
86501,Satu Mare,Lemnului
135654,Talea,Alimentara
152038,Babaita,Alimentara
20965,Oras Targu Ocna,Mobila
176613,Maicanesti,Alimentara
143851,Oras Ocna Sibiului,Mobila
12778,Zabrani,Alimentara
86519,Santimbru,Lemnului
86519,Santimbru,Lemnului
78329,Oras Targu Carbunesti,Lemnului
111097,Cazanesti,Energetica
53755,Sacu,Alimentara
102909,Fratesti,Alimentara
61951,Ion Corvin,Alimentara
135681,Tataru,Alimentara
127493,Maruntei,Alimentara
168452,Oras Balcesti,Alimentara
160261,Crisan,Alimentara
94731,Valcelele,Alimentara
94731,Valcelele,Alimentara
12812,Zarand,Lemnului
21007,Agas,Lemnului
152083,Blejesti,Alimentara
143888,Altina,Alimentara
37397,George Enescu,Alimentara
53791,Sasca Montana,Alimentara
70174,Simnicu De Sus,ConstructiiMasini
102945,Frumusani,Alimentara
119331,Oras Sangeorgiu De Padure,Mobila
176686,Mera,Alimentara
135725,Teisani,Lemnului
143922,Apoldu De Jos,Alimentara
12849,Zerind,Alimentara
94768,Vlad Tepes,Alimentara
127536,Mihaesti,Alimentara
127536,Mihaesti,Alimentara
127536,Mihaesti,Alimentara
45619,Breaza,Alimentara
45619,Breaza,Alimentara
45619,Breaza,Alimentara
160305,Daeni,Alimentara
29243,Draganesti,Alimentara
29243,Draganesti,Alimentara
29243,Draganesti,Alimentara
29243,Draganesti,Alimentara
152127,Bogdana,Alimentara
152127,Bogdana,Alimentara
160323,Dorobantu,Metalurgica
160323,Dorobantu,Metalurgica
62020,Istria,Alimentara
94795,Vladeni,Alimentara
94795,Vladeni,Alimentara
94795,Vladeni,Alimentara
94795,Vladeni,Alimentara
127563,Milcov,Alimentara
12876,Zimandu Nou,ConstructiiMasini
37459,Gorbanesti,Alimentara
143959,Arpasu De Jos,Alimentara
119386,Sanger,Mobila
53853,Sichevita,Lemnului
4703,Hoparta,Lemnului
103014,Fundeni,Alimentara
103014,Fundeni,Alimentara
45673,Buda,Alimentara
62057,Lipnita,Alimentara
21098,Ardeoani,ConstructiiMasini
168559,Barbatesti,Lemnului
168559,Barbatesti,Lemnului
152172,Botoroaga,Lemnului
176748,Milcovul,Lemnului
135789,Telega,Alimentara
12912,Dorobanti,Alimentara
111220,Ciresu,Alimentara
111220,Ciresu,Alimentara
78454,Oras Ticleni,Alimentara
12920,Frumuseni,Alimentara
103032,Oras Fundulea,ChimicaFarmaceutica
143995,Atel,Alimentara
160387,Frecatei,Alimentara
160387,Frecatei,Alimentara
21123,Asau,Alimentara
127625,Morunglav,Textila
78472,Albeni,ChimicaFarmaceutica
12938,Zadareni,Lemnului
168602,Oras Berbesti,Lemnului
176793,Movilita,Alimentara
176793,Movilita,Alimentara
29341,Dragesti,Alimentara
86687,Municipiul Deva,ConstructiiMasini
4767,Horea,Lemnului
135850,Tinosu,Alimentara
152234,Bragadiru,Alimentara
111275,Corcova,ConstructiiMasini
37547,Havarna,Lemnului
119466,Sanpaul,ConstructiiMasini
119466,Sanpaul,ConstructiiMasini
160430,Greci,Alimentara
160430,Greci,Alimentara
70316,Municipiul Bailesti,Textila
103087,Gaiseni,Alimentara
144054,Oras Avrig,ConstructiiMasini
45753,Calvini,Alimentara
62137,Mereni,Alimentara
62137,Mereni,Alimentara
62137,Mereni,Alimentara
152252,Branceni,Alimentara
127689,Movileni,Lemnului
127689,Movileni,Lemnului
127689,Movileni,Lemnului
160458,Grindu,Alimentara
160458,Grindu,Alimentara
21196,Balcani,Alimentara
152270,Bujoreni,Lemnului
152270,Bujoreni,Lemnului
78542,Alimpesti,Alimentara
70352,Municipiul Calafat,Textila
176855,Nanesti,Lemnului
135896,Tomsani,Alimentara
135896,Tomsani,Alimentara
29403,Finis,Alimentara
103130,Ganeasa,Alimentara
103130,Ganeasa,Alimentara
86749,Carjiti,Alimentara
160476,Hamcearca,Alimentara
168675,Berislavesti,ChimicaFarmaceutica
127714,Nicolae Titulescu,Alimentara
119527,Sanpetru De Campie,Lemnului
62191,Mihail Kogalniceanu,Alimentara
62191,Mihail Kogalniceanu,Alimentara
62191,Mihail Kogalniceanu,Alimentara
37618,Hanesti,Alimentara
144116,Axente Sever,Alimentara
45815,C.a. Rosetti,Alimentara
45815,C.a. Rosetti,Alimentara
152314,Bujoru,Alimentara
176891,Naruja,Lemnului
21249,Beresti-Bistrita,Alimentara
127750,Obarsia,Alimentara
78604,Aninoasa,Alimentara
78604,Aninoasa,Alimentara
78604,Aninoasa,Alimentara
152332,Buzescu,Mobila
70414,Oras Filiasi,Alimentara
135949,Valea Calugareasca,Alimentara
160528,Horia,Alimentara
160528,Horia,Alimentara
160528,Horia,Alimentara
144152,Bazna,Alimentara
29467,Girisu De Cris,Mobila
103194,Gaujani,Lemnului
86810,Municipiul Hunedoara,Metalurgica
152350,Calinesti,Mobila
152350,Calinesti,Mobila
152350,Calinesti,Mobila
119590,Solovastru,Mobila
37672,Hiliseu-Horia,Alimentara
54056,Slatina-Timis,Alimentara
62253,Mihai Viteazu,Alimentara
62253,Mihai Viteazu,Alimentara
168755,Boisoara,Lemnului
176944,Nereju,Lemnului
160564,Izvoarele,Alimentara
160564,Izvoarele,Alimentara
160564,Izvoarele,Alimentara
160564,Izvoarele,Alimentara
160564,Izvoarele,Alimentara
111417,Corlatel,Alimentara
4927,Ighiu,Alimentara
45888,Canesti,Mobila
144198,Biertan,ChimicaFarmaceutica
127812,Oboga,Textila
103238,Ghimpati,Lemnului
62280,Mircea Voda,Alimentara
62280,Mircea Voda,Alimentara
119625,Stanceni,Lemnului
78668,Arcani,Alimentara
29519,Hidiselu De Sus,Alimentara
95060,Municipiul Iasi,ConstructiiMasini
111444,Cujmir,Alimentara
168791,Budesti,Lemnului
168791,Budesti,Lemnului
168791,Budesti,Lemnului
21338,Beresti-Tazlau,Lemnului
54109,Socol,Alimentara
152412,Calmatuiu,Alimentara
86883,Ghelari,Textila
37734,Hlipiceni,Alimentara
70502,Oras Segarcea,Alimentara
177003,Nistoresti,Lemnului
144232,Barghis,Lemnului
160617,Jijila,Textila
119661,Suplac,Alimentara
13169,Municipiul Pitesti,ConstructiiMasini
95088,Barnova,Textila
103283,Garbovi,Alimentara
127858,Oporelu,Alimentara
4981,Intregalde,Alimentara
78711,Baia De Fier,Lemnului
70520,Afumati,Alimentara
70520,Afumati,Alimentara
111480,Devesel,Alimentara
13187,Bascov,ConstructiiMasini
29573,Holod,Mobila
160644,Jurilovca,Alimentara
45959,Catina,Alimentara
45959,Catina,Alimentara
37770,Hudesti,Mobila
103309,Gogosari,Alimentara
152467,Calmatuiu De Sus,Alimentara
54163,Sopotu Nou,Alimentara
62360,Oras Murfatlar,Alimentara
86936,Teliucu Inferior,ChimicaFarmaceutica
127901,Optasi-Magura,Textila
78748,Balanesti,Alimentara
70566,Almaj,ChimicaFarmaceutica
136107,Valea Doftanei,Lemnului
21418,Berzunti,Lemnului
119723,Suseni,Textila
119723,Suseni,Textila
119723,Suseni,Textila
160680,Luncavita,Mobila
160680,Luncavita,Mobila
144303,Blajel,Alimentara
168880,Bujoreni,Mobila
168880,Bujoreni,Mobila
95159,Holboca,Textila
152500,Cervenia,Alimentara
103354,Gostinu,Alimentara
62397,Oras Negru Voda,Lemnului
37823,Ibanesti,Mobila
37823,Ibanesti,Mobila
37823,Ibanesti,Mobila
111550,Darvari,Lemnului
46019,Cernatesti,Mobila
46019,Cernatesti,Mobila
127938,Orlea,Alimentara
136134,Varbilau,ChimicaFarmaceutica
119750,Saulia,Alimentara
103372,Gostinari,Alimentara
21454,Barsanesti,Lemnului
86990,Municipiul Petrosani,Energetica
177101,Paltin,Lemnului
152528,Ciolanesti,Alimentara
160724,Mahmudia,Alimentara
37850,Leorda,Alimentara
13276,Bradu,Mobila
29662,Husasau De Tinca,Alimentara
144349,Brateiu,ConstructiiMasini
111587,Dumbrava,Alimentara
111587,Dumbrava,Alimentara
111587,Dumbrava,Alimentara
62440,Nicolae Balcescu,Alimentara
62440,Nicolae Balcescu,Alimentara
62440,Nicolae Balcescu,Alimentara
62440,Nicolae Balcescu,Alimentara
70637,Amarastii De Jos,Alimentara
78828,Barbatesti,Alimentara
78828,Barbatesti,Alimentara
103407,Gradinari,Lemnului
103407,Gradinari,Lemnului
103407,Gradinari,Lemnului
127983,Osica De Sus,Alimentara
5103,Jidvei,Textila
13301,Oras Mioveni,ConstructiiMasini
152564,Contesti,Alimentara
152564,Contesti,Alimentara
119803,Sincai,Alimentara
144376,Bradeni,Alimentara
54270,Teregova,Lemnului
21506,Blagesti,Textila
21506,Blagesti,Textila
168960,Bunesti,Lemnului
168960,Bunesti,Lemnului
168960,Bunesti,Lemnului
136198,Valcanesti,ConstructiiMasini
152582,Cosmesti,Alimentara
152582,Cosmesti,Alimentara
95239,Rediu,Mobila
95239,Rediu,Mobila
95239,Rediu,Mobila
160779,Maliuc,Alimentara
70673,Amarastii De Sus,Alimentara
87059,Municipiul Lupeni,Textila
103443,Gradistea,Lemnului
103443,Gradistea,Lemnului
103443,Gradistea,Lemnului
103443,Gradistea,Lemnului
62486,Oltina,Alimentara
37912,Lunca,Alimentara
37912,Lunca,Alimentara
37912,Lunca,Alimentara
37912,Lunca,Alimentara
78873,Bengesti-Ciocadia,Lemnului
144410,Bruiu,Mobila
29724,Ineu,Alimentara
46108,Chiliile,Alimentara
54305,Ticvaniu Mare,Lemnului
87077,Oras Petrila,Mobila
152617,Crangeni,Mobila
5167,Livezile,Alimentara
5167,Livezile,Alimentara
5167,Livezile,Alimentara
5167,Livezile,Alimentara
103470,Greaca,Alimentara
119858,Taureni,Alimentara
136241,Cocorastii Colt,Lemnului
13365,Maracineni,ConstructiiMasini
13365,Maracineni,ConstructiiMasini
128052,Perieti,Textila
128052,Perieti,Textila
21560,Bogdanesti,Alimentara
21560,Bogdanesti,Alimentara
21560,Bogdanesti,Alimentara
136250,Olari,Alimentara
136250,Olari,Alimentara
95293,Tomesti,Alimentara
95293,Tomesti,Alimentara
95293,Tomesti,Alimentara
95293,Tomesti,Alimentara
160831,Mihai Bravu,Alimentara
160831,Mihai Bravu,Alimentara
29760,Lazuri De Beius,Energetica
111685,Floresti,Alimentara
111685,Floresti,Alimentara
111685,Floresti,Alimentara
37958,Manoleasa,Lemnului
70726,Apele Vii,Alimentara
62538,Ostrov,Alimentara
62538,Ostrov,Alimentara
144456,Chirpar,Alimentara
169039,Cernisoara,Lemnului
54350,Tarnova,Alimentara
54350,Tarnova,Alimentara
78926,Berlesti,Alimentara
136269,Vadu Sapat,Mobila
13392,Oras Stefanesti,Alimentara
13392,Oras Stefanesti,Alimentara
136278,Batrani,Lemnului
152662,Crangu,Alimentara
177236,Paunesti,Mobila
119894,Oras Ungheni,Mobila
103513,Gruiu,ConstructiiMasini
70744,Argetoaia,Textila
5210,Lopadea Noua,Alimentara
21597,Brusturoasa,Lemnului
87139,Oras Uricani,Lemnului
46180,Chiojdu,Lemnului
128105,Oras Piatra-Olt,Alimentara
177263,Poiana Cristei,Alimentara
160877,Mihail Kogalniceanu,Energetica
160877,Mihail Kogalniceanu,Energetica
160877,Mihail Kogalniceanu,Energetica
