,z1,z2,z3,z4
75,-0.01784772703253256,-0.026369310963422578,-0.009593947195739116,0.001494406211322727
76,-0.06723566679116683,-0.09916828034374583,-0.03658911574557187,0.0056993227835643034
77,-0.053884718739439015,-0.07948867307188956,-0.029291563049147755,0.0045626156645346624
78,2.0215477502094075,2.9797469519882047,1.1051280865025375,-0.1721408553832843
79,-0.03854932898081411,-0.05688395266991565,-0.020909325739095066,0.0032569520783845203
80,-0.04134398653253902,-0.06100334275848364,-0.022436869751187378,0.0034948907717258166
81,-0.04983363951529998,-0.07351728827963765,-0.027077266056829103,0.004217704533430681
82,0.07030140843300892,0.10356456044363563,0.03858787170668468,-0.006010660053018099
83,0.016932843001959765,0.02489805644136048,0.009416915677443164,-0.0014668308041265222
84,0.020208933157133076,0.02972708936031202,0.011207608027753026,-0.0017457589362367002
85,0.03036598686403242,0.04469882224523347,0.016759396138928816,-0.0026105361200191453
86,0.05167818626059001,0.07611349876099353,0.028408523794170474,-0.004425068592348784
87,0.011824960501958358,0.01736891909460807,0.0066249759914761485,-0.001031942856212808
88,0.013281000570924274,0.019515155947475427,0.007420839258280527,-0.0011559109149284433
89,-0.006457736170460463,-0.009580200098250544,-0.003368242608640266,0.0005246560745955924
90,-0.051313164101507276,-0.07569814185593834,-0.027885965827936784,0.004343672076964308
91,-0.04184890365322882,-0.06174760231230056,-0.02271285459370825,0.0035378796953126897
92,-0.0639948034118556,-0.09439117250994432,-0.03481767815171697,0.005423393878681117
93,-0.06970154110151233,-0.102803036304247,-0.03793694869741803,0.005909268689453681
94,-0.04661626065323012,-0.06877479716926946,-0.02531866496727746,0.003943775113365491
95,-0.059955466446337244,-0.08843709607940908,-0.032609799411549935,0.005079482489986135
96,-0.06060129067047535,-0.08938905597382606,-0.0329628032798906,0.005134468322480971
97,-0.052276029308404096,-0.07711742751670546,-0.028412262504371958,0.004425650954502065
98,-0.042259882704953074,-0.06235339497238408,-0.022937493419015936,0.003572870679627586
99,-0.06774058391185662,-0.09991253989756275,-0.03686510058809276,0.005742311707151179
100,-0.04213071786012544,-0.062163002993500686,-0.0228668926453478,0.003561873513128619
101,-0.06851557298082235,-0.10105489177086312,-0.03728870523010153,0.005808294706144982
102,-0.049962804360127594,-0.07370768025852105,-0.027147866830497237,0.004228701699929647
103,-0.06667203837737357,-0.09833747898134557,-0.03628103964229276,0.0056513351479324445
104,-0.05536424332564632,-0.08166952664819026,-0.030100262820255456,0.004688583208068289
105,-0.05018590727392076,-0.07403653913113781,-0.027269813621378546,0.004247696805700593
106,-0.048119269756678816,-0.07099026746900351,-0.026140201242688448,0.004071742141717112
107,-0.06797542908427048,-0.10025870713189619,-0.03699346563112573,0.005762306555331116
108,-0.0646406276359937,-0.09534313240436128,-0.035170682020057624,0.005478379711175955
109,-0.0654625857394422,-0.09655471772452835,-0.03561995967067301,0.005548361679805749
110,-0.045230674135988365,-0.06673241048670214,-0.024561311213382966,0.0038258055091038383
111,-0.034181208773916366,-0.05044524211131362,-0.01852173593868191,0.0028850479022376188
112,-0.05225254479116271,-0.07708281079327213,-0.028399426000068645,0.004423651469684072
113,-0.036341784360123856,-0.0536299806671813,-0.019702694334585193,0.0030690005054930746
114,-0.04965750563598958,-0.07325766285388756,-0.02698099227455438,0.004202708397295724
115,-0.06774058391185662,-0.09991253989756275,-0.03686510058809276,0.005742311707151179
116,-0.06723566679116683,-0.09916828034374583,-0.03658911574557187,0.0056993227835643034
117,-0.07367042451530652,-0.1086532625644822,-0.040106317924675165,0.006247181623694683
118,-0.052111637687714395,-0.07687511045267206,-0.028322406974248874,0.004411654560776108
